match_id,blue_win,blueChampionKill,blueFirstBlood,blueTowerKill,blueInhibitorKill,blueBaronKill,blueRiftHeraldKill,blueTotalGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgPlayerLevel,redChampionKill,redFirstBlood,redTowerKill,redInhibitorKill,redBaronKill,redRiftHeraldKill,redTotalGold,redMinionsKilled,redJungleMinionsKilled,redAvgPlayerLevel,blueDragonKill,blueDragonHextechKill,blueDragonChemtechKill,blueDragonFireKill,blueDragonAirKill,blueDragonEarthKill,blueDragonWaterKill,blueDragonElderKill,blueVoidgrubKill,blueAtakhanKill,redDragonKill,redDragonHextechKill,redDragonChemtechKill,redDragonFireKill,redDragonAirKill,redDragonEarthKill,redDragonWaterKill,redDragonElderKill,redVoidgrubKill,redAtakhanKill,redDragonChemtech_DragonKill,redDragonEarth_DragonKill,blueDragonHextech_DragonKill,redDragonHextech_DragonKill,blue1_championId,blue1_position,blue2_championId,blue2_position,blue3_championId,blue3_position,blue4_championId,blue4_position,blue5_championId,blue5_position,red1_championId,red1_position,red2_championId,red2_position,red3_championId,red3_position,red4_championId,red4_position,red5_championId,red5_position,redDragonWater_DragonKill,blueDragonFire_DragonKill,blueDragonChemtech_DragonKill,redDragonAir_DragonKill,blueDragonWater_DragonKill,redDragonFire_DragonKill,blueDragonEarth_DragonKill,blueDragonAir_DragonKill,redDragonElder_DragonKill,blueDragonElder_DragonKill,blueTeamChampions,redTeamChampions
KR_7390298106,FALSE,27,FALSE,3,0,0,0,56933,695,187,14.6,42,TRUE,9,2,0,1,67450,724,225,15.8,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,84,TOP,72,JUNGLE,799,MIDDLE,42,BOTTOM,78,UTILITY,164,TOP,234,JUNGLE,79,MIDDLE,202,BOTTOM,57,UTILITY,1,0,0,0,0,0,0,0,0,0,0,0
KR_7390262681,TRUE,34,TRUE,8,1,1,1,50828,585,115,13,16,FALSE,2,0,0,0,41943,535,157,12.2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,164,TOP,200,JUNGLE,61,MIDDLE,81,BOTTOM,432,UTILITY,8,TOP,143,JUNGLE,799,MIDDLE,42,BOTTOM,111,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7390223302,TRUE,34,FALSE,10,2,1,1,64241,721,163,15.2,20,TRUE,1,0,0,0,51511,665,161,14.2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,150,TOP,104,JUNGLE,7,MIDDLE,51,BOTTOM,143,UTILITY,897,TOP,254,JUNGLE,90,MIDDLE,81,BOTTOM,201,UTILITY,0,1,0,0,0,1,0,0,0,0,0,0
KR_7389782267,TRUE,35,FALSE,10,2,1,1,70326,787,199,16.2,33,TRUE,3,0,0,0,62723,753,205,15.4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,154,TOP,254,JUNGLE,268,MIDDLE,42,BOTTOM,526,UTILITY,68,TOP,64,JUNGLE,777,MIDDLE,110,BOTTOM,78,UTILITY,0,0,3,1,0,0,0,0,0,0,0,0
KR_7389728923,TRUE,17,TRUE,2,0,0,0,31950,391,120,10,10,FALSE,0,0,0,0,25443,333,92,8.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,TOP,234,JUNGLE,84,MIDDLE,22,BOTTOM,78,UTILITY,799,TOP,76,JUNGLE,18,MIDDLE,110,BOTTOM,526,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7389685776,TRUE,24,TRUE,4,0,0,0,38671,480,88,10.8,17,FALSE,0,0,0,0,31961,388,127,10.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58,TOP,76,JUNGLE,777,MIDDLE,901,BOTTOM,910,UTILITY,10,TOP,5,JUNGLE,142,MIDDLE,112,BOTTOM,555,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7388093862,FALSE,14,FALSE,2,0,0,0,43804,616,125,12.8,30,TRUE,5,0,1,1,53847,628,183,14.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,897,TOP,254,JUNGLE,893,MIDDLE,51,BOTTOM,142,UTILITY,68,TOP,234,JUNGLE,517,MIDDLE,22,BOTTOM,147,UTILITY,1,0,0,0,0,1,0,0,0,0,0,0
KR_7388036532,FALSE,27,TRUE,2,0,0,0,51100,597,180,13.6,36,FALSE,9,1,1,1,65386,704,209,15,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,166,MIDDLE,143,JUNGLE,1,TOP,110,BOTTOM,3,UTILITY,236,TOP,30,JUNGLE,777,MIDDLE,96,BOTTOM,89,UTILITY,0,0,1,0,0,1,0,0,0,0,0,0
KR_7386528624,TRUE,24,FALSE,4,0,0,1,43583,534,119,11.8,11,TRUE,1,0,0,0,33875,462,104,10.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68,TOP,76,JUNGLE,42,MIDDLE,51,BOTTOM,99,UTILITY,82,TOP,234,JUNGLE,901,MIDDLE,429,BOTTOM,517,UTILITY,0,0,1,0,0,0,0,0,0,0,0,0
KR_7386485049,TRUE,27,FALSE,4,0,0,1,50260,610,173,12.8,17,TRUE,3,0,0,0,45213,632,152,12.2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68,TOP,234,JUNGLE,1,MIDDLE,429,BOTTOM,888,UTILITY,3,TOP,76,JUNGLE,42,MIDDLE,81,BOTTOM,497,UTILITY,0,0,1,0,0,0,1,0,0,0,0,0
KR_7386413636,TRUE,31,FALSE,7,1,1,1,50551,582,155,13,15,TRUE,1,0,0,0,37572,497,115,11.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58,TOP,234,JUNGLE,13,MIDDLE,202,BOTTOM,79,UTILITY,57,TOP,203,JUNGLE,3,MIDDLE,22,BOTTOM,201,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7386362417,TRUE,18,TRUE,7,1,0,1,44115,523,174,12.2,17,FALSE,0,0,0,0,38562,473,117,11.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,TOP,234,JUNGLE,910,MIDDLE,110,BOTTOM,89,UTILITY,57,TOP,143,JUNGLE,246,MIDDLE,901,BOTTOM,235,UTILITY,0,0,0,0,1,0,1,1,0,0,0,0
KR_7384984209,FALSE,27,TRUE,5,0,0,1,56820,715,218,14.4,36,FALSE,8,2,1,0,62790,653,164,15.6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,62,TOP,143,JUNGLE,18,MIDDLE,42,BOTTOM,497,UTILITY,126,TOP,203,JUNGLE,517,MIDDLE,50,BOTTOM,78,UTILITY,0,1,0,1,0,0,0,1,0,0,0,0
KR_7384922862,TRUE,35,TRUE,10,2,2,1,67420,723,230,16,30,FALSE,3,0,0,0,55972,677,164,14.8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,24,TOP,91,JUNGLE,84,MIDDLE,42,BOTTOM,3,UTILITY,114,TOP,72,JUNGLE,777,MIDDLE,147,BOTTOM,57,UTILITY,2,0,0,0,0,1,0,0,0,0,0,0
KR_7384865527,FALSE,23,FALSE,7,1,0,1,62044,758,218,15.2,23,TRUE,7,1,1,0,60439,792,183,15.4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,897,TOP,254,JUNGLE,4,MIDDLE,51,BOTTOM,555,UTILITY,24,TOP,234,JUNGLE,13,MIDDLE,202,BOTTOM,223,UTILITY,1,0,0,0,1,0,0,0,0,0,0,0
KR_7384805997,FALSE,31,TRUE,5,0,0,1,53970,629,167,13.8,37,FALSE,10,1,1,0,60490,683,198,15,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,13,TOP,56,JUNGLE,245,MIDDLE,22,BOTTOM,555,UTILITY,24,TOP,254,JUNGLE,142,MIDDLE,81,BOTTOM,43,UTILITY,0,0,1,1,0,0,0,0,0,0,0,0
KR_7377261354,TRUE,30,TRUE,5,0,0,1,38571,367,131,9.8,11,FALSE,0,0,0,0,24877,306,68,8.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,TOP,56,JUNGLE,50,MIDDLE,42,BOTTOM,555,UTILITY,54,TOP,104,JUNGLE,711,MIDDLE,51,BOTTOM,99,UTILITY,0,1,0,0,0,0,0,0,0,0,0,0
KR_7377187811,FALSE,21,FALSE,5,0,0,1,60414,874,187,14.8,29,TRUE,9,1,2,0,70435,895,214,16.2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,23,TOP,234,JUNGLE,910,MIDDLE,222,BOTTOM,497,UTILITY,54,TOP,104,JUNGLE,127,MIDDLE,523,BOTTOM,412,UTILITY,0,0,1,0,0,1,0,0,0,0,0,0
KR_7377108669,TRUE,35,FALSE,9,2,0,1,65573,795,226,15.6,22,TRUE,3,0,1,0,57165,727,205,14.8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,150,TOP,143,JUNGLE,777,MIDDLE,222,BOTTOM,412,UTILITY,893,TOP,234,JUNGLE,103,MIDDLE,81,BOTTOM,526,UTILITY,0,1,0,0,0,0,0,0,0,0,0,0
KR_7376739060,FALSE,29,FALSE,0,0,0,0,44255,497,100,12.4,30,TRUE,5,1,0,1,53301,578,178,12.8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,50,TOP,5,JUNGLE,893,MIDDLE,96,BOTTOM,432,UTILITY,157,TOP,234,JUNGLE,163,MIDDLE,119,BOTTOM,53,UTILITY,0,0,0,0,0,0,0,1,0,0,0,0
KR_7376630323,FALSE,20,TRUE,5,0,0,1,67434,952,183,16,32,FALSE,9,1,1,0,77002,1002,284,17.2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,799,TOP,427,JUNGLE,42,MIDDLE,115,BOTTOM,110,UTILITY,897,TOP,254,JUNGLE,61,MIDDLE,523,BOTTOM,117,UTILITY,1,0,0,2,0,1,0,1,0,0,0,0
KR_7376565215,FALSE,5,FALSE,0,0,0,0,23902,374,88,8.8,23,TRUE,3,0,0,0,33883,397,131,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,TOP,72,JUNGLE,61,MIDDLE,96,BOTTOM,555,UTILITY,92,TOP,154,JUNGLE,777,MIDDLE,27,BOTTOM,89,UTILITY,0,0,0,0,0,0,0,0,0,0,0,0
KR_7376464828,TRUE,29,TRUE,7,0,1,0,55274,652,195,14,11,FALSE,0,0,0,1,39283,589,119,11.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,799,TOP,254,JUNGLE,103,MIDDLE,202,BOTTOM,497,UTILITY,34,TOP,200,JUNGLE,84,MIDDLE,22,BOTTOM,888,UTILITY,0,1,1,0,0,0,0,0,0,0,0,0
KR_7376146845,FALSE,11,TRUE,4,0,0,1,48594,706,195,12.8,20,FALSE,8,2,1,0,58317,776,202,14.6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,150,TOP,143,JUNGLE,91,MIDDLE,42,BOTTOM,117,UTILITY,897,TOP,76,JUNGLE,246,MIDDLE,222,BOTTOM,526,UTILITY,0,0,0,0,0,0,0,1,0,0,0,0
KR_7376108492,FALSE,16,TRUE,2,0,0,1,38105,492,130,11.2,16,FALSE,3,0,0,0,43056,568,145,11.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,TOP,76,JUNGLE,200,MIDDLE,22,BOTTOM,201,UTILITY,69,TOP,5,JUNGLE,163,MIDDLE,119,BOTTOM,111,UTILITY,0,0,1,0,0,1,0,0,0,0,0,0
KR_7376074241,FALSE,14,FALSE,2,0,0,0,39160,503,117,11.6,35,TRUE,7,1,1,1,51441,581,159,13.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,58,TOP,5,JUNGLE,268,MIDDLE,222,BOTTOM,497,UTILITY,19,TOP,254,JUNGLE,103,MIDDLE,429,BOTTOM,888,UTILITY,1,0,0,1,0,1,0,0,0,0,0,0
KR_7376041125,TRUE,28,TRUE,8,0,0,1,41905,479,156,11,10,FALSE,0,0,0,0,29273,398,85,9.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,TOP,113,JUNGLE,234,MIDDLE,96,BOTTOM,78,UTILITY,150,TOP,5,JUNGLE,893,MIDDLE,51,BOTTOM,99,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7375999584,FALSE,7,FALSE,0,0,0,1,26488,363,78,9,15,TRUE,1,0,0,0,30838,405,105,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,421,JUNGLE,799,TOP,517,MIDDLE,202,BOTTOM,89,UTILITY,893,TOP,254,JUNGLE,142,MIDDLE,81,BOTTOM,9,UTILITY,0,0,0,1,0,1,0,0,0,0,0,0
KR_7375517834,TRUE,27,FALSE,10,2,1,0,53812,632,185,13.8,16,TRUE,1,0,0,0,42635,619,143,12.2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,897,TOP,203,JUNGLE,268,MIDDLE,51,BOTTOM,99,UTILITY,799,TOP,234,JUNGLE,142,MIDDLE,202,BOTTOM,432,UTILITY,0,0,0,0,0,1,2,0,0,0,0,0
KR_7375475108,FALSE,11,FALSE,0,0,0,1,38145,580,115,12,33,TRUE,9,2,0,0,52869,616,195,13.4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,897,TOP,59,JUNGLE,517,MIDDLE,901,BOTTOM,57,UTILITY,86,TOP,143,JUNGLE,136,MIDDLE,42,BOTTOM,111,UTILITY,0,0,0,0,1,1,0,0,0,0,0,0
KR_7375409425,FALSE,19,TRUE,3,0,0,0,49291,677,161,13.4,27,FALSE,10,2,1,1,59978,669,201,15,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82,TOP,234,JUNGLE,127,MIDDLE,222,BOTTOM,412,UTILITY,897,TOP,254,JUNGLE,13,MIDDLE,498,BOTTOM,12,UTILITY,1,0,1,1,0,0,0,1,0,0,0,0
KR_7375177723,FALSE,25,FALSE,4,0,0,1,56739,675,179,14.2,45,TRUE,9,1,1,0,65316,659,203,16.2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,24,TOP,234,JUNGLE,893,MIDDLE,115,BOTTOM,80,UTILITY,897,TOP,254,JUNGLE,517,MIDDLE,202,BOTTOM,432,UTILITY,0,0,0,2,0,1,0,0,0,0,0,0
KR_7375132319,TRUE,21,TRUE,4,0,0,0,35233,414,100,10,12,FALSE,0,0,0,0,26457,324,84,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,TOP,234,JUNGLE,136,MIDDLE,222,BOTTOM,32,UTILITY,36,TOP,143,JUNGLE,3,MIDDLE,523,BOTTOM,53,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7375090578,TRUE,17,TRUE,1,0,0,0,31547,396,103,9.8,9,FALSE,0,0,0,0,26148,329,94,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,TOP,5,JUNGLE,268,MIDDLE,202,BOTTOM,80,UTILITY,57,TOP,234,JUNGLE,517,MIDDLE,222,BOTTOM,164,UTILITY,0,0,0,0,1,0,0,1,0,0,0,0
KR_7375048191,TRUE,10,FALSE,1,0,0,0,28540,424,116,9.8,2,TRUE,0,0,0,0,22806,370,88,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,893,TOP,254,JUNGLE,61,MIDDLE,42,BOTTOM,117,UTILITY,39,TOP,421,JUNGLE,910,MIDDLE,236,BOTTOM,888,UTILITY,0,0,1,0,0,0,0,0,0,0,0,0
KR_7374988777,TRUE,46,FALSE,10,2,1,0,70990,772,251,16.6,30,TRUE,3,0,0,0,59392,743,149,14.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,TOP,113,JUNGLE,91,MIDDLE,429,BOTTOM,44,UTILITY,150,TOP,76,JUNGLE,61,MIDDLE,222,BOTTOM,12,UTILITY,0,2,0,0,0,0,1,1,0,0,0,0
KR_7374963153,TRUE,19,FALSE,6,1,0,1,44045,540,179,12.2,12,TRUE,0,0,0,0,36909,520,140,11.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,TOP,143,JUNGLE,126,MIDDLE,221,BOTTOM,497,UTILITY,240,TOP,799,JUNGLE,893,MIDDLE,18,BOTTOM,117,UTILITY,0,0,0,0,1,0,1,1,0,0,0,0
KR_7374758462,FALSE,17,FALSE,3,0,0,0,51572,699,159,14,34,TRUE,11,3,1,0,62920,774,155,15.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,79,TOP,421,JUNGLE,777,MIDDLE,81,BOTTOM,526,UTILITY,57,TOP,246,JUNGLE,42,MIDDLE,901,BOTTOM,555,UTILITY,0,0,0,1,0,0,0,0,0,0,0,0
KR_7374736902,TRUE,28,TRUE,2,0,0,0,35871,373,88,10.2,14,FALSE,0,0,0,0,29278,399,78,9.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,TOP,72,JUNGLE,55,MIDDLE,22,BOTTOM,201,UTILITY,133,TOP,234,JUNGLE,3,MIDDLE,51,BOTTOM,89,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7374723190,TRUE,20,TRUE,2,0,0,0,31718,380,84,9.6,7,FALSE,1,0,0,0,26325,413,64,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,TOP,35,JUNGLE,268,MIDDLE,81,BOTTOM,43,UTILITY,777,TOP,113,JUNGLE,61,MIDDLE,51,BOTTOM,432,UTILITY,0,0,1,0,0,0,0,0,0,0,0,0
KR_7374689468,FALSE,7,FALSE,2,0,0,0,32950,447,113,11,27,TRUE,9,2,0,1,45471,548,145,12.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,57,TOP,143,JUNGLE,777,MIDDLE,42,BOTTOM,412,UTILITY,799,TOP,254,JUNGLE,61,MIDDLE,81,BOTTOM,43,UTILITY,0,0,0,0,0,0,0,0,0,0,0,0
KR_7374671394,FALSE,13,FALSE,2,0,0,1,38033,524,115,11.2,23,TRUE,3,0,0,0,43501,517,159,12.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,266,TOP,72,JUNGLE,117,MIDDLE,221,BOTTOM,526,UTILITY,875,TOP,876,JUNGLE,91,MIDDLE,42,BOTTOM,78,UTILITY,0,0,0,1,0,0,0,0,0,0,0,0
KR_7374658084,FALSE,10,FALSE,0,0,0,0,25273,312,87,9,23,TRUE,4,0,0,0,33978,389,76,9.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,799,TOP,113,JUNGLE,245,MIDDLE,42,BOTTOM,555,UTILITY,58,TOP,64,JUNGLE,893,MIDDLE,498,BOTTOM,526,UTILITY,0,1,0,0,0,0,0,0,0,0,0,0
KR_7374644453,FALSE,8,TRUE,0,0,0,0,25157,333,95,8.6,20,FALSE,2,0,0,1,31992,380,92,9.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,79,TOP,72,JUNGLE,234,MIDDLE,429,BOTTOM,111,UTILITY,516,TOP,254,JUNGLE,61,MIDDLE,236,BOTTOM,201,UTILITY,0,0,0,0,0,0,0,0,0,0,0,0
KR_7374384180,TRUE,36,TRUE,10,1,1,1,56451,599,198,14.2,16,FALSE,1,0,0,0,43387,624,112,12.8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,79,TOP,234,JUNGLE,131,MIDDLE,81,BOTTOM,78,UTILITY,154,TOP,17,JUNGLE,246,MIDDLE,42,BOTTOM,117,UTILITY,0,1,0,0,0,0,0,1,0,0,0,0
KR_7374337961,FALSE,25,TRUE,3,0,0,0,51599,647,167,13.2,44,FALSE,6,1,1,1,60321,661,159,14.8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,157,TOP,5,JUNGLE,163,MIDDLE,42,BOTTOM,555,UTILITY,893,TOP,120,JUNGLE,517,MIDDLE,202,BOTTOM,497,UTILITY,0,1,0,0,0,0,0,1,0,0,0,0
KR_7374025441,TRUE,20,TRUE,2,0,0,1,34698,404,144,10.8,9,FALSE,1,0,0,0,29939,413,88,9.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6,TOP,234,JUNGLE,711,MIDDLE,67,BOTTOM,12,UTILITY,266,TOP,106,JUNGLE,55,MIDDLE,18,BOTTOM,526,UTILITY,0,0,0,0,0,0,0,0,0,0,0,0
KR_7373931446,FALSE,9,TRUE,2,0,0,1,40463,600,115,12,22,FALSE,10,2,1,0,52919,596,168,13.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,80,TOP,234,JUNGLE,45,MIDDLE,69,BOTTOM,235,UTILITY,164,TOP,113,JUNGLE,55,MIDDLE,222,BOTTOM,432,UTILITY,0,0,0,1,0,1,0,0,0,0,0,0
KR_7373885602,FALSE,16,FALSE,3,0,0,0,46432,622,157,12.4,31,TRUE,6,1,1,0,52805,601,182,13.8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,897,TOP,163,JUNGLE,893,MIDDLE,360,BOTTOM,111,UTILITY,14,TOP,143,JUNGLE,61,MIDDLE,22,BOTTOM,555,UTILITY,0,0,0,0,0,1,0,0,0,0,0,0
KR_7373836942,TRUE,33,FALSE,9,2,1,0,60363,692,205,15,29,TRUE,5,0,0,1,54622,676,130,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,TOP,17,JUNGLE,238,MIDDLE,96,BOTTOM,164,UTILITY,85,TOP,11,JUNGLE,711,MIDDLE,15,BOTTOM,432,UTILITY,0,2,0,0,0,0,0,1,0,0,0,0
KR_7373819556,TRUE,26,TRUE,3,0,0,0,35295,379,123,9.8,9,FALSE,0,0,0,0,25449,358,72,8.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,TOP,234,JUNGLE,20,MIDDLE,22,BOTTOM,78,UTILITY,14,TOP,233,JUNGLE,147,UTILITY,42,BOTTOM,3,MIDDLE,0,1,0,0,1,0,0,0,0,0,0,0
KR_7373788860,TRUE,26,TRUE,6,0,0,1,43106,480,153,11.8,10,FALSE,0,0,0,0,31644,481,103,10.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,TOP,113,JUNGLE,15,MIDDLE,145,BOTTOM,555,UTILITY,897,TOP,76,JUNGLE,157,MIDDLE,42,BOTTOM,50,UTILITY,0,0,1,0,1,0,0,0,0,0,0,0
KR_7373576684,FALSE,21,FALSE,3,0,0,1,47840,556,148,13,32,TRUE,5,1,1,0,56539,617,208,14.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,24,TOP,143,JUNGLE,517,MIDDLE,202,BOTTOM,555,UTILITY,897,TOP,5,JUNGLE,103,MIDDLE,22,BOTTOM,497,UTILITY,1,0,0,0,0,0,0,0,0,0,0,0
KR_7373548442,TRUE,29,TRUE,7,1,1,1,58621,662,170,14.8,25,FALSE,5,0,0,0,56384,759,202,14.4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,875,TOP,11,JUNGLE,910,MIDDLE,523,BOTTOM,53,UTILITY,117,UTILITY,72,JUNGLE,23,MIDDLE,202,BOTTOM,893,TOP,2,0,0,0,0,1,0,0,0,0,0,0
KR_7373525713,FALSE,24,TRUE,3,0,0,1,45572,537,115,12,35,FALSE,3,0,1,0,50863,497,157,13.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,799,TOP,200,JUNGLE,7,MIDDLE,22,BOTTOM,497,UTILITY,897,TOP,143,JUNGLE,238,MIDDLE,42,BOTTOM,555,UTILITY,0,0,0,1,0,1,0,0,0,0,0,0
KR_7373507541,TRUE,20,TRUE,1,0,0,0,33624,393,112,10.4,9,FALSE,1,0,0,0,29270,395,100,9.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,164,TOP,234,JUNGLE,20,MIDDLE,96,BOTTOM,12,UTILITY,24,TOP,56,JUNGLE,61,MIDDLE,15,BOTTOM,412,UTILITY,0,1,0,0,0,0,0,0,0,0,0,0
KR_7372791361,FALSE,20,FALSE,3,0,0,0,68785,998,247,16.8,24,TRUE,7,1,0,1,72999,1010,261,16.6,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,799,TOP,30,JUNGLE,42,MIDDLE,15,BOTTOM,432,UTILITY,114,TOP,64,JUNGLE,518,MIDDLE,202,BOTTOM,497,UTILITY,0,0,0,0,0,1,1,0,0,0,0,0
KR_7372756012,TRUE,23,TRUE,2,0,0,0,33816,388,90,9.6,10,FALSE,0,0,0,0,25415,335,82,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,TOP,234,JUNGLE,136,MIDDLE,145,BOTTOM,53,UTILITY,23,TOP,72,JUNGLE,55,MIDDLE,202,BOTTOM,555,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7372688751,FALSE,17,TRUE,3,0,0,0,57803,830,187,14.8,30,FALSE,10,1,2,1,67987,820,201,16.4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,266,TOP,72,JUNGLE,61,MIDDLE,51,BOTTOM,497,UTILITY,897,TOP,234,JUNGLE,112,MIDDLE,901,BOTTOM,43,UTILITY,0,0,0,0,1,1,0,0,0,0,0,0
KR_7372649257,TRUE,21,TRUE,3,0,0,0,32614,365,115,10.2,8,FALSE,0,0,0,0,25515,354,92,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,TOP,30,JUNGLE,91,MIDDLE,42,BOTTOM,12,UTILITY,79,TOP,120,JUNGLE,517,MIDDLE,236,BOTTOM,37,UTILITY,0,0,1,0,1,0,0,0,0,0,0,0
